INDEX,COMPANY,DATE,DAYS,FREQUENCY,PRICE,AMOUNT,LAT,LONG,HALAL SOURCES IDENTIFIED,HALAL SUPPLY CHAIN USAGE DEFINED,FOLLOW HTM
238,SYAHIRAH RESOURCES SDN BHD,25/5/2020,238,187,13.18,2464.66,3.2196,101.6229,1,0,0
239,SYAHIRAH RESOURCES SDN BHD,26/5/2020,239,221,13.18,2912.78,3.2196,101.6226,1,1,1
240,SYAHIRAH RESOURCES SDN BHD,27/5/2020,240,48,13.18,632.64,3.2196,101.6228,0,0,0
241,SYAHIRAH RESOURCES SDN BHD,28/5/2020,241,177,13.18,2332.86,3.2196,101.6228,0,1,0
242,SYAHIRAH RESOURCES SDN BHD,29/5/2020,242,172,13.18,2266.96,3.2196,101.623,0,1,0
243,SYAHIRAH RESOURCES SDN BHD,30/5/2020,243,206,13.18,2715.08,3.2196,101.6228,0,0,0
244,SYAHIRAH RESOURCES SDN BHD,31/5/2020,244,178,13.18,2346.04,3.2196,101.6231,1,1,1
245,SYAHIRAH RESOURCES SDN BHD,1/6/2020,245,15,13.18,197.7,3.2196,101.6227,1,1,1
246,SYAHIRAH RESOURCES SDN BHD,2/6/2020,246,29,13.18,382.22,3.2196,101.6226,0,1,0
247,SYAHIRAH RESOURCES SDN BHD,3/6/2020,247,20,13.18,263.6,3.2196,101.623,0,1,0
248,SYAHIRAH RESOURCES SDN BHD,4/6/2020,248,23,13.18,303.14,3.2196,101.6231,0,0,0
249,SYAHIRAH RESOURCES SDN BHD,5/6/2020,249,13,13.18,171.34,3.2196,101.6228,1,1,1
250,SYAHIRAH RESOURCES SDN BHD,6/6/2020,250,7,13.18,92.26,3.2196,101.6229,1,1,1
251,SYAHIRAH RESOURCES SDN BHD,7/6/2020,251,3,13.18,39.54,3.2196,101.623,1,1,1
252,SYAHIRAH RESOURCES SDN BHD,8/6/2020,252,32,13.18,421.76,3.2196,101.623,0,0,0
253,SYAHIRAH RESOURCES SDN BHD,9/6/2020,253,26,13.18,342.68,3.2196,101.6226,0,0,0
254,SYAHIRAH RESOURCES SDN BHD,10/6/2020,254,34,13.18,448.12,3.2196,101.623,1,0,0
255,SYAHIRAH RESOURCES SDN BHD,11/6/2020,255,35,13.18,461.3,3.2196,101.6231,0,0,0
256,SYAHIRAH RESOURCES SDN BHD,12/6/2020,256,5,13.18,65.9,3.2196,101.6226,0,1,0
257,SYAHIRAH RESOURCES SDN BHD,13/6/2020,257,30,13.18,395.4,3.2196,101.623,0,0,0
258,SYAHIRAH RESOURCES SDN BHD,14/6/2020,258,22,13.18,289.96,3.2196,101.6226,1,1,1
259,SYAHIRAH RESOURCES SDN BHD,15/6/2020,259,23,13.18,303.14,3.2196,101.6227,1,1,1
260,SYAHIRAH RESOURCES SDN BHD,16/6/2020,260,40,13.18,527.2,3.2196,101.6229,0,0,0
261,SYAHIRAH RESOURCES SDN BHD,17/6/2020,261,36,13.18,474.48,3.2196,101.623,1,1,1
262,SYAHIRAH RESOURCES SDN BHD,18/6/2020,262,3,13.18,39.54,3.2196,101.623,0,0,0
263,SYAHIRAH RESOURCES SDN BHD,19/6/2020,263,8,13.18,105.44,3.2196,101.6226,1,1,1
264,SYAHIRAH RESOURCES SDN BHD,20/6/2020,264,34,13.18,448.12,3.2196,101.6227,1,0,0
265,SYAHIRAH RESOURCES SDN BHD,21/6/2020,265,11,13.18,144.98,3.2196,101.6228,1,0,0
266,SYAHIRAH RESOURCES SDN BHD,22/6/2020,266,2,13.18,26.36,3.2196,101.6229,1,0,0
267,SYAHIRAH RESOURCES SDN BHD,23/6/2020,267,8,13.18,105.44,3.2196,101.6227,1,0,0
268,SYAHIRAH RESOURCES SDN BHD,24/6/2020,268,19,13.18,250.42,3.2196,101.6231,0,0,0
269,SYAHIRAH RESOURCES SDN BHD,25/6/2020,269,40,13.18,527.2,3.2196,101.6228,1,1,1
270,SYAHIRAH RESOURCES SDN BHD,26/6/2020,270,29,13.18,382.22,3.2196,101.6231,0,0,0
271,SYAHIRAH RESOURCES SDN BHD,27/6/2020,271,34,13.18,448.12,3.2196,101.6227,1,0,0
272,SYAHIRAH RESOURCES SDN BHD,28/6/2020,272,21,13.18,276.78,3.2196,101.6228,0,0,0
273,SYAHIRAH RESOURCES SDN BHD,29/6/2020,273,42,13.18,553.56,3.2196,101.623,0,0,0
274,SYAHIRAH RESOURCES SDN BHD,30/6/2020,274,38,13.18,500.84,3.2196,101.6227,1,0,0
275,SYAHIRAH RESOURCES SDN BHD,1/7/2020,275,212,13.18,2794.16,3.2196,101.623,1,0,0
276,SYAHIRAH RESOURCES SDN BHD,2/7/2020,276,212,13.18,2794.16,3.2196,101.623,0,0,0
277,SYAHIRAH RESOURCES SDN BHD,3/7/2020,277,4,13.18,52.72,3.2196,101.623,1,1,1
278,SYAHIRAH RESOURCES SDN BHD,4/7/2020,278,91,13.18,1199.38,3.2196,101.6231,1,0,0
279,SYAHIRAH RESOURCES SDN BHD,5/7/2020,279,73,13.18,962.14,3.2196,101.623,0,0,0
280,SYAHIRAH RESOURCES SDN BHD,6/7/2020,280,49,13.18,645.82,3.2196,101.623,0,1,0
281,SYAHIRAH RESOURCES SDN BHD,7/7/2020,281,34,13.18,448.12,3.2196,101.6231,0,0,0
282,SYAHIRAH RESOURCES SDN BHD,8/7/2020,282,183,13.18,2411.94,3.2196,101.6227,0,1,0
283,SYAHIRAH RESOURCES SDN BHD,9/7/2020,283,106,13.18,1397.08,3.2196,101.6228,0,1,0
284,SYAHIRAH RESOURCES SDN BHD,10/7/2020,284,8,13.18,105.44,3.2196,101.6227,1,0,0
285,SYAHIRAH RESOURCES SDN BHD,11/7/2020,285,73,13.18,962.14,3.2196,101.6228,1,0,0
286,SYAHIRAH RESOURCES SDN BHD,12/7/2020,286,56,13.18,738.08,3.2196,101.6226,1,1,1
287,SYAHIRAH RESOURCES SDN BHD,13/7/2020,287,120,13.18,1581.6,3.2196,101.6231,0,0,0
288,SYAHIRAH RESOURCES SDN BHD,14/7/2020,288,201,13.18,2649.18,3.2196,101.623,1,0,0
289,SYAHIRAH RESOURCES SDN BHD,15/7/2020,289,101,13.18,1331.18,3.2196,101.623,0,0,0
290,SYAHIRAH RESOURCES SDN BHD,16/7/2020,290,95,13.18,1252.1,3.2196,101.6231,1,0,0
291,SYAHIRAH RESOURCES SDN BHD,17/7/2020,291,226,13.18,2978.68,3.2196,101.6231,1,1,1
292,SYAHIRAH RESOURCES SDN BHD,18/7/2020,292,21,13.18,276.78,3.2196,101.6226,0,0,0
293,SYAHIRAH RESOURCES SDN BHD,19/7/2020,293,90,13.18,1186.2,3.2196,101.6226,1,1,1
294,SYAHIRAH RESOURCES SDN BHD,20/7/2020,294,30,13.18,395.4,3.2196,101.6229,1,0,0
295,SYAHIRAH RESOURCES SDN BHD,21/7/2020,295,39,13.18,514.02,3.2196,101.6228,0,0,0
296,SYAHIRAH RESOURCES SDN BHD,22/7/2020,296,34,13.18,448.12,3.2196,101.6229,0,1,0
297,SYAHIRAH RESOURCES SDN BHD,23/7/2020,297,90,13.18,1186.2,3.2196,101.6228,0,0,0
298,SYAHIRAH RESOURCES SDN BHD,24/7/2020,298,207,13.18,2728.26,3.2196,101.6226,1,0,0
299,SYAHIRAH RESOURCES SDN BHD,25/7/2020,299,115,13.18,1515.7,3.2196,101.6231,0,0,0
300,SYAHIRAH RESOURCES SDN BHD,26/7/2020,300,69,13.18,909.42,3.2196,101.6227,1,1,1
301,SYAHIRAH RESOURCES SDN BHD,27/7/2020,301,146,13.18,1924.28,3.2196,101.6226,1,0,0
302,SYAHIRAH RESOURCES SDN BHD,28/7/2020,302,174,13.18,2293.32,3.2196,101.6229,1,0,0
303,SYAHIRAH RESOURCES SDN BHD,29/7/2020,303,235,13.18,3097.3,3.2196,101.623,1,0,0
304,SYAHIRAH RESOURCES SDN BHD,30/7/2020,304,126,13.18,1660.68,3.2196,101.6227,1,0,0
305,SYAHIRAH RESOURCES SDN BHD,31/7/2020,305,19,13.18,250.42,3.2196,101.6227,1,0,0
306,SYAHIRAH RESOURCES SDN BHD,1/8/2020,306,40,13.18,527.2,3.2196,101.623,0,0,0
307,SYAHIRAH RESOURCES SDN BHD,2/8/2020,307,21,13.18,276.78,3.2196,101.6228,1,0,0
308,SYAHIRAH RESOURCES SDN BHD,3/8/2020,308,55,13.18,724.9,3.2196,101.6229,1,1,1
309,SYAHIRAH RESOURCES SDN BHD,4/8/2020,309,19,13.18,250.42,3.2196,101.6231,0,0,0
310,SYAHIRAH RESOURCES SDN BHD,5/8/2020,310,5,13.18,65.9,3.2196,101.6228,0,0,0
311,SYAHIRAH RESOURCES SDN BHD,6/8/2020,311,18,13.18,237.24,3.2196,101.6227,0,0,0
312,SYAHIRAH RESOURCES SDN BHD,7/8/2020,312,53,13.18,698.54,3.2196,101.6228,1,1,1
313,SYAHIRAH RESOURCES SDN BHD,8/8/2020,313,58,13.18,764.44,3.2196,101.623,0,0,0
314,SYAHIRAH RESOURCES SDN BHD,9/8/2020,314,3,13.18,39.54,3.2196,101.6229,0,0,0
315,SYAHIRAH RESOURCES SDN BHD,10/8/2020,315,32,13.18,421.76,3.2196,101.6227,1,0,0
316,SYAHIRAH RESOURCES SDN BHD,11/8/2020,316,15,13.18,197.7,3.2196,101.6231,0,0,0
317,SYAHIRAH RESOURCES SDN BHD,12/8/2020,317,13,13.18,171.34,3.2196,101.6231,0,0,0
318,SYAHIRAH RESOURCES SDN BHD,13/8/2020,318,28,13.18,369.04,3.2196,101.623,0,1,0
319,SYAHIRAH RESOURCES SDN BHD,14/8/2020,319,31,13.18,408.58,3.2196,101.6228,1,1,1
320,SYAHIRAH RESOURCES SDN BHD,15/8/2020,320,28,13.18,369.04,3.2196,101.6226,0,1,0
321,SYAHIRAH RESOURCES SDN BHD,16/8/2020,321,27,13.18,355.86,3.2196,101.6226,1,0,0
322,SYAHIRAH RESOURCES SDN BHD,17/8/2020,322,31,13.18,408.58,3.2196,101.6226,0,0,0
323,SYAHIRAH RESOURCES SDN BHD,18/8/2020,323,4,13.18,52.72,3.2196,101.623,1,0,0
324,SYAHIRAH RESOURCES SDN BHD,19/8/2020,324,15,13.18,197.7,3.2196,101.6231,0,0,0
325,SYAHIRAH RESOURCES SDN BHD,20/8/2020,325,23,13.18,303.14,3.2196,101.6229,1,1,1
326,SYAHIRAH RESOURCES SDN BHD,21/8/2020,326,35,13.18,461.3,3.2196,101.6229,1,0,0
327,SYAHIRAH RESOURCES SDN BHD,22/8/2020,327,5,13.18,65.9,3.2196,101.6228,0,1,0
328,SYAHIRAH RESOURCES SDN BHD,23/8/2020,328,16,13.18,210.88,3.2196,101.6226,0,0,0
329,SYAHIRAH RESOURCES SDN BHD,24/8/2020,329,47,13.18,619.46,3.2196,101.6227,0,0,0
330,SYAHIRAH RESOURCES SDN BHD,25/8/2020,330,53,13.18,698.54,3.2196,101.6229,0,0,0
331,SYAHIRAH RESOURCES SDN BHD,26/8/2020,331,46,13.18,606.28,3.2196,101.6226,0,1,0
332,SYAHIRAH RESOURCES SDN BHD,27/8/2020,332,29,13.18,382.22,3.2196,101.6231,1,0,0
333,SYAHIRAH RESOURCES SDN BHD,28/8/2020,333,45,13.18,593.1,3.2196,101.6226,1,1,1
334,SYAHIRAH RESOURCES SDN BHD,29/8/2020,334,51,13.18,672.18,3.2196,101.623,1,1,1
335,SYAHIRAH RESOURCES SDN BHD,30/8/2020,335,23,13.18,303.14,3.2196,101.6227,0,0,0
336,SYAHIRAH RESOURCES SDN BHD,31/8/2020,336,17,13.18,224.06,3.2196,101.6226,0,1,0
337,SYAHIRAH RESOURCES SDN BHD,1/9/2020,337,28,13.18,369.04,3.2196,101.6229,1,1,1
338,SYAHIRAH RESOURCES SDN BHD,2/9/2020,338,30,13.18,395.4,3.2196,101.6231,0,1,0
339,SYAHIRAH RESOURCES SDN BHD,3/9/2020,339,37,13.18,487.66,3.2196,101.6231,0,0,0
340,SYAHIRAH RESOURCES SDN BHD,4/9/2020,340,42,13.18,553.56,3.2196,101.6227,0,0,0
341,SYAHIRAH RESOURCES SDN BHD,5/9/2020,341,65,13.18,856.7,3.2196,101.6227,1,1,1
342,SYAHIRAH RESOURCES SDN BHD,6/9/2020,342,1,13.18,13.18,3.2196,101.6231,0,0,0
343,SYAHIRAH RESOURCES SDN BHD,7/9/2020,343,40,13.18,527.2,3.2196,101.6228,0,0,0
344,SYAHIRAH RESOURCES SDN BHD,8/9/2020,344,54,13.18,711.72,3.2196,101.6229,1,0,0
345,SYAHIRAH RESOURCES SDN BHD,9/9/2020,345,75,13.18,988.5,3.2196,101.6228,0,0,0
346,SYAHIRAH RESOURCES SDN BHD,10/9/2020,346,6,13.18,79.08,3.2196,101.6226,0,1,0
347,SYAHIRAH RESOURCES SDN BHD,11/9/2020,347,43,13.18,566.74,3.2196,101.6226,1,1,1
348,SYAHIRAH RESOURCES SDN BHD,12/9/2020,348,21,13.18,276.78,3.2196,101.6231,1,1,1
349,SYAHIRAH RESOURCES SDN BHD,13/9/2020,349,66,13.18,869.88,3.2196,101.6231,0,0,0
350,SYAHIRAH RESOURCES SDN BHD,14/9/2020,350,14,13.18,184.52,3.2196,101.6229,0,0,0
351,SYAHIRAH RESOURCES SDN BHD,15/9/2020,351,6,13.18,79.08,3.2196,101.6229,1,0,0
352,SYAHIRAH RESOURCES SDN BHD,16/9/2020,352,20,13.18,263.6,3.2196,101.623,0,0,0
353,SYAHIRAH RESOURCES SDN BHD,17/9/2020,353,30,13.18,395.4,3.2196,101.6231,0,0,0
354,SYAHIRAH RESOURCES SDN BHD,18/9/2020,354,2,13.18,26.36,3.2196,101.6229,0,1,0
355,SYAHIRAH RESOURCES SDN BHD,19/9/2020,355,38,13.18,500.84,3.2196,101.6227,0,0,0
356,SYAHIRAH RESOURCES SDN BHD,20/9/2020,356,13,13.18,171.34,3.2196,101.6228,0,1,0
357,SYAHIRAH RESOURCES SDN BHD,21/9/2020,357,41,13.18,540.38,3.2196,101.6228,1,0,0
358,SYAHIRAH RESOURCES SDN BHD,22/9/2020,358,60,13.18,790.8,3.2196,101.623,0,0,0
359,SYAHIRAH RESOURCES SDN BHD,23/9/2020,359,58,13.18,764.44,3.2196,101.6228,1,0,0
360,SYAHIRAH RESOURCES SDN BHD,24/9/2020,360,75,13.18,988.5,3.2196,101.6228,0,1,0
361,SYAHIRAH RESOURCES SDN BHD,25/9/2020,361,75,13.18,988.5,3.2196,101.623,0,1,0
362,SYAHIRAH RESOURCES SDN BHD,26/9/2020,362,29,13.18,382.22,3.2196,101.6227,1,0,0
363,SYAHIRAH RESOURCES SDN BHD,27/9/2020,363,60,13.18,790.8,3.2196,101.623,0,1,0
364,SYAHIRAH RESOURCES SDN BHD,28/9/2020,364,29,13.18,382.22,3.2196,101.6228,1,0,0
365,SYAHIRAH RESOURCES SDN BHD,29/9/2020,365,71,13.18,935.78,3.2196,101.623,0,1,0
366,SYAHIRAH RESOURCES SDN BHD,30/9/2020,366,21,13.18,276.78,3.2196,101.6226,0,0,0
367,SYAHIRAH RESOURCES SDN BHD,1/10/2020,367,20,13.18,263.6,3.2196,101.6231,0,1,0
368,SYAHIRAH RESOURCES SDN BHD,2/10/2020,368,53,13.18,698.54,3.2196,101.6231,0,1,0
369,SYAHIRAH RESOURCES SDN BHD,3/10/2020,369,54,13.18,711.72,3.2196,101.6226,0,0,0
370,SYAHIRAH RESOURCES SDN BHD,4/10/2020,370,41,13.18,540.38,3.2196,101.6231,0,0,0
371,SYAHIRAH RESOURCES SDN BHD,5/10/2020,371,52,13.18,685.36,3.2196,101.6226,0,0,0
372,SYAHIRAH RESOURCES SDN BHD,6/10/2020,372,60,13.18,790.8,3.2196,101.6226,1,0,0
373,SYAHIRAH RESOURCES SDN BHD,7/10/2020,373,45,13.18,593.1,3.2196,101.6227,0,1,0
374,SYAHIRAH RESOURCES SDN BHD,8/10/2020,374,29,13.18,382.22,3.2196,101.6226,1,1,1
375,SYAHIRAH RESOURCES SDN BHD,9/10/2020,375,32,13.18,421.76,3.2196,101.6231,0,1,0
376,SYAHIRAH RESOURCES SDN BHD,10/10/2020,376,9,13.18,118.62,3.2196,101.6231,0,0,0
377,SYAHIRAH RESOURCES SDN BHD,11/10/2020,377,50,13.18,659,3.2196,101.6227,1,1,1
378,SYAHIRAH RESOURCES SDN BHD,12/10/2020,378,63,13.18,830.34,3.2196,101.6228,0,1,0
379,SYAHIRAH RESOURCES SDN BHD,13/10/2020,379,4,13.18,52.72,3.2196,101.6228,1,0,0
380,SYAHIRAH RESOURCES SDN BHD,14/10/2020,380,30,13.18,395.4,3.2196,101.6228,0,0,0
381,SYAHIRAH RESOURCES SDN BHD,15/10/2020,381,22,13.18,289.96,3.2196,101.6229,0,0,0
382,SYAHIRAH RESOURCES SDN BHD,16/10/2020,382,16,13.18,210.88,3.2196,101.6226,0,1,0
383,SYAHIRAH RESOURCES SDN BHD,17/10/2020,383,23,13.18,303.14,3.2196,101.623,0,1,0
384,SYAHIRAH RESOURCES SDN BHD,18/10/2020,384,14,13.18,184.52,3.2196,101.6226,1,0,0
385,SYAHIRAH RESOURCES SDN BHD,19/10/2020,385,33,13.18,434.94,3.2196,101.6226,0,1,0
386,SYAHIRAH RESOURCES SDN BHD,20/10/2020,386,56,13.18,738.08,3.2196,101.6231,1,1,1
387,SYAHIRAH RESOURCES SDN BHD,21/10/2020,387,41,13.18,540.38,3.2196,101.6227,1,0,0
388,SYAHIRAH RESOURCES SDN BHD,22/10/2020,388,32,13.18,421.76,3.2196,101.6226,0,1,0
389,SYAHIRAH RESOURCES SDN BHD,23/10/2020,389,63,13.18,830.34,3.2196,101.6227,1,0,0
390,SYAHIRAH RESOURCES SDN BHD,24/10/2020,390,6,13.18,79.08,3.2196,101.6228,1,0,0
391,SYAHIRAH RESOURCES SDN BHD,25/10/2020,391,51,13.18,672.18,3.2196,101.623,0,0,0
392,SYAHIRAH RESOURCES SDN BHD,26/10/2020,392,60,13.18,790.8,3.2196,101.6228,0,1,0
393,SYAHIRAH RESOURCES SDN BHD,27/10/2020,393,45,13.18,593.1,3.2196,101.6229,0,0,0
394,SYAHIRAH RESOURCES SDN BHD,28/10/2020,394,61,13.18,803.98,3.2196,101.6229,0,1,0
395,SYAHIRAH RESOURCES SDN BHD,29/10/2020,395,48,13.18,632.64,3.2196,101.6228,1,1,1
396,SYAHIRAH RESOURCES SDN BHD,30/10/2020,396,26,13.18,342.68,3.2196,101.6227,1,0,0
397,SYAHIRAH RESOURCES SDN BHD,31/10/2020,397,50,13.18,659,3.2196,101.6229,1,1,1
398,COMP1,1/10/2019,1,13,29,377,3.2195,101.6228,1,1,1
399,COMP1,2/10/2019,2,13,29,377,3.2195,101.6229,0,1,0
400,COMP1,3/10/2019,3,14,29,406,3.2195,101.6227,1,0,0
401,COMP1,4/10/2019,4,14,29,406,3.2195,101.6227,0,1,0
402,COMP1,5/10/2019,5,4,29,116,3.2195,101.6231,1,1,1
403,COMP1,6/10/2019,6,9,29,261,3.2195,101.6226,1,1,1
404,COMP1,7/10/2019,7,5,29,145,3.2195,101.6227,1,1,1
405,COMP1,8/10/2019,8,16,29,464,3.2195,101.6227,1,1,1
406,COMP1,9/10/2019,9,19,29,551,3.2195,101.623,1,1,1
407,COMP1,10/10/2019,10,15,29,435,3.2195,101.623,1,0,0
408,COMP1,11/10/2019,11,14,29,406,3.2195,101.6228,1,0,0
409,COMP1,12/10/2019,12,1,29,29,3.2195,101.623,0,1,0
410,COMP1,13/10/2019,13,2,29,58,3.2195,101.6226,1,0,0
411,COMP1,14/10/2019,14,12,29,348,3.2195,101.6228,0,1,0
412,COMP1,15/10/2019,15,9,29,261,3.2195,101.6231,0,0,0
413,COMP1,16/10/2019,16,14,29,406,3.2195,101.623,0,1,0
414,COMP1,17/10/2019,17,6,29,174,3.2195,101.6231,0,0,0
415,COMP1,18/10/2019,18,8,29,232,3.2195,101.623,1,1,1
416,COMP1,19/10/2019,19,6,29,174,3.2195,101.6228,0,0,0
417,COMP1,20/10/2019,20,16,29,464,3.2195,101.6228,0,1,0
418,COMP1,21/10/2019,21,16,29,464,3.2195,101.6228,1,1,1
419,COMP1,22/10/2019,22,9,29,261,3.2195,101.6226,1,0,0
420,COMP1,23/10/2019,23,15,29,435,3.2195,101.6229,0,1,0
421,COMP1,24/10/2019,24,3,29,87,3.2195,101.6226,0,1,0
422,COMP1,25/10/2019,25,3,29,87,3.2195,101.6231,0,0,0
423,COMP1,26/10/2019,26,14,29,406,3.2195,101.6231,0,0,0
424,COMP1,27/10/2019,27,9,29,261,3.2195,101.623,1,0,0
425,COMP1,28/10/2019,28,18,29,522,3.2195,101.623,1,1,1
426,COMP1,29/10/2019,29,10,29,290,3.2195,101.6228,1,1,1
427,COMP1,30/10/2019,30,2,29,58,3.2195,101.623,1,0,0
428,COMP1,31/10/2019,31,8,29,232,3.2195,101.6231,1,1,1
429,COMP1,1/11/2019,32,11,29,319,3.2195,101.6226,0,1,0
430,COMP1,2/11/2019,33,18,29,522,3.2195,101.623,0,1,0
431,COMP1,3/11/2019,34,2,29,58,3.2195,101.6229,0,0,0
432,COMP1,4/11/2019,35,2,29,58,3.2195,101.6226,1,0,0
433,COMP1,5/11/2019,36,10,29,290,3.2195,101.6231,0,0,0
434,COMP1,6/11/2019,37,8,29,232,3.2195,101.6231,0,1,0
435,COMP1,7/11/2019,38,7,29,203,3.2195,101.6226,1,1,1
436,COMP1,8/11/2019,39,13,29,377,3.2195,101.6228,0,1,0
437,COMP1,9/11/2019,40,2,29,58,3.2195,101.6226,0,1,0
438,COMP1,10/11/2019,41,12,29,348,3.2195,101.6231,0,1,0
439,COMP1,11/11/2019,42,7,29,203,3.2195,101.6229,1,0,0
440,COMP1,12/11/2019,43,5,29,145,3.2195,101.6226,1,1,1
441,COMP1,13/11/2019,44,13,29,377,3.2195,101.6228,1,0,0
442,COMP1,14/11/2019,45,8,29,232,3.2195,101.6228,1,0,0
443,COMP1,15/11/2019,46,7,29,203,3.2195,101.6228,1,1,1
444,COMP1,16/11/2019,47,3,29,87,3.2195,101.6231,1,1,1
445,COMP1,17/11/2019,48,1,29,29,3.2195,101.623,1,1,1
446,COMP1,18/11/2019,49,16,29,464,3.2195,101.6226,0,1,0
447,COMP1,19/11/2019,50,18,29,522,3.2195,101.623,1,1,1
448,COMP1,20/11/2019,51,4,29,116,3.2195,101.6229,1,0,0
449,COMP1,21/11/2019,52,16,29,464,3.2195,101.6227,0,1,0
450,COMP1,22/11/2019,53,19,29,551,3.2195,101.623,0,1,0
451,COMP1,23/11/2019,54,14,29,406,3.2195,101.6229,0,0,0
452,COMP1,24/11/2019,55,14,29,406,3.2195,101.6229,0,0,0
453,COMP1,25/11/2019,56,8,29,232,3.2195,101.6226,1,0,0
454,COMP1,26/11/2019,57,17,29,493,3.2195,101.6226,1,0,0
455,COMP1,27/11/2019,58,3,29,87,3.2195,101.6229,1,0,0
456,COMP1,28/11/2019,59,12,29,348,3.2195,101.6231,0,1,0
457,COMP1,29/11/2019,60,17,29,493,3.2195,101.6226,1,1,1
458,COMP1,30/11/2019,61,11,29,319,3.2195,101.6229,0,1,0
459,COMP1,1/12/2019,62,17,29,493,3.2195,101.623,1,0,0
460,COMP1,2/12/2019,63,4,29,116,3.2195,101.6228,0,1,0
461,COMP1,3/12/2019,64,18,29,522,3.2195,101.6231,0,1,0
462,COMP1,4/12/2019,65,4,29,116,3.2195,101.6227,1,1,1
463,COMP1,5/12/2019,66,17,29,493,3.2195,101.623,0,1,0
464,COMP1,6/12/2019,67,14,29,406,3.2195,101.6231,1,1,1
465,COMP1,7/12/2019,68,13,29,377,3.2195,101.6231,0,1,0
466,COMP1,8/12/2019,69,9,29,261,3.2195,101.6226,1,0,0
467,COMP1,9/12/2019,70,17,29,493,3.2195,101.623,0,1,0
468,COMP1,10/12/2019,71,3,29,87,3.2195,101.6228,1,0,0
469,COMP1,11/12/2019,72,2,29,58,3.2195,101.6228,0,0,0
470,COMP1,12/12/2019,73,9,29,261,3.2195,101.623,1,0,0
471,COMP1,13/12/2019,74,12,29,348,3.2195,101.6227,1,0,0
472,COMP1,14/12/2019,75,14,29,406,3.2195,101.6229,0,0,0
473,COMP1,15/12/2019,76,6,29,174,3.2195,101.623,0,1,0
474,COMP1,16/12/2019,77,16,29,464,3.2195,101.6229,0,1,0
475,COMP1,17/12/2019,78,15,29,435,3.2195,101.6231,0,0,0
476,COMP1,18/12/2019,79,17,29,493,3.2195,101.6229,1,1,1
477,COMP1,19/12/2019,80,17,29,493,3.2195,101.623,1,1,1
478,COMP1,20/12/2019,81,5,29,145,3.2195,101.6226,0,0,0
479,COMP1,21/12/2019,82,11,29,319,3.2195,101.623,1,1,1
480,COMP1,22/12/2019,83,14,29,406,3.2195,101.623,1,1,1
481,COMP1,23/12/2019,84,2,29,58,3.2195,101.6227,1,0,0
482,COMP1,24/12/2019,85,14,29,406,3.2195,101.6229,0,0,0
483,COMP1,25/12/2019,86,15,29,435,3.2195,101.6227,0,0,0
484,COMP1,26/12/2019,87,12,29,348,3.2195,101.6226,0,1,0
485,COMP1,27/12/2019,88,4,29,116,3.2195,101.6231,0,0,0
486,COMP1,28/12/2019,89,1,29,29,3.2195,101.6226,0,0,0
487,COMP1,29/12/2019,90,5,29,145,3.2195,101.6227,1,0,0
488,COMP1,30/12/2019,91,8,29,232,3.2195,101.6227,0,0,0
489,COMP1,31/12/2019,92,6,29,174,3.2195,101.6231,0,0,0
490,COMP1,1/1/2020,93,36,29,1044,3.2195,101.6228,0,1,0
491,COMP1,2/1/2020,94,35,29,1015,3.2195,101.6226,0,0,0
492,COMP1,3/1/2020,95,23,29,667,3.2195,101.6227,1,1,1
493,COMP1,4/1/2020,96,3,29,87,3.2195,101.6231,1,1,1
494,COMP1,5/1/2020,97,18,29,522,3.2195,101.6229,1,1,1
495,COMP1,6/1/2020,98,42,29,1218,3.2195,101.6226,1,1,1
496,COMP1,7/1/2020,99,17,29,493,3.2195,101.6228,0,0,0
497,COMP1,8/1/2020,100,41,29,1189,3.2195,101.6226,0,0,0
498,COMP1,9/1/2020,101,30,29,870,3.2195,101.623,0,1,0
499,COMP1,10/1/2020,102,9,29,261,3.2195,101.6227,0,0,0
500,COMP1,11/1/2020,103,3,29,87,3.2195,101.6227,0,1,0
501,COMP1,12/1/2020,104,36,29,1044,3.2195,101.623,0,0,0
502,COMP1,13/1/2020,105,21,29,609,3.2195,101.6227,0,1,0
503,COMP1,14/1/2020,106,45,29,1305,3.2195,101.6226,1,0,0
504,COMP1,15/1/2020,107,7,29,203,3.2195,101.6226,1,1,1
505,COMP1,16/1/2020,108,3,29,87,3.2195,101.623,1,1,1
506,COMP1,17/1/2020,109,9,29,261,3.2195,101.6226,1,0,0
507,COMP1,18/1/2020,110,6,29,174,3.2195,101.6227,0,1,0
508,COMP1,19/1/2020,111,13,29,377,3.2195,101.6227,0,0,0
509,COMP1,20/1/2020,112,34,29,986,3.2195,101.6228,0,0,0
510,COMP1,21/1/2020,113,13,29,377,3.2195,101.6229,0,1,0
511,COMP1,22/1/2020,114,15,29,435,3.2195,101.6227,1,1,1
512,COMP1,23/1/2020,115,36,29,1044,3.2195,101.6228,1,1,1
513,COMP1,24/1/2020,116,41,29,1189,3.2195,101.6228,1,0,0
514,COMP1,25/1/2020,117,7,29,203,3.2195,101.6228,0,1,0
515,COMP1,26/1/2020,118,42,29,1218,3.2195,101.6228,0,1,0
516,COMP1,27/1/2020,119,9,29,261,3.2195,101.6228,0,0,0
517,COMP1,28/1/2020,120,7,29,203,3.2195,101.623,0,0,0
518,COMP1,29/1/2020,121,3,29,87,3.2195,101.6229,0,0,0
519,COMP1,30/1/2020,122,26,29,754,3.2195,101.623,0,1,0
